date,ALB,AWK,AXON,HCA,JPM,KEYS,LHX,MCO,MPWR,NSC,NVDA,PWR,RMD,SBAC,TDY,TTWO,TYL,V,WDC,WST
2019-10-23,100000.00,99999.40,107839.96,101847.84,96302.59,100000.00,105905.03,99309.92,99068.83,102544.28,99234.19,106034.33,101320.47,99347.41,108675.71,99205.36,103323.58,97518.90,96254.92,110498.84
2019-10-24,100000.00,99999.40,107839.96,101847.84,96302.59,100000.00,105905.03,99309.92,99068.83,102544.28,99234.19,106034.33,101320.47,99347.41,108675.71,99205.36,103323.58,97518.90,96254.92,110498.84
2019-10-25,100000.00,99999.40,107839.96,101847.84,96302.59,100000.00,105905.03,99309.92,99068.83,102544.28,99234.19,106034.33,101320.47,99347.41,108675.71,99205.36,103323.58,97518.90,96254.92,110498.84
2019-10-28,100000.00,99999.40,107839.96,101847.84,96302.59,100000.00,105905.03,99309.92,99068.83,102544.28,99234.19,106034.33,101320.47,99347.41,108675.71,99205.36,103323.58,97518.90,96254.92,110498.84
2019-10-29,100000.00,99999.40,107839.96,101847.84,96302.59,100000.00,105905.03,99309.92,99068.83,102544.28,99234.19,106034.33,101320.47,99347.41,108675.71,99205.36,103323.58,97518.90,96254.92,110498.84
2019-10-30,100000.00,99999.40,107839.96,101847.84,96302.59,100000.00,105905.03,99309.92,99068.83,102544.28,99234.19,106034.33,101320.47,99347.41,108675.71,99205.36,103323.58,97518.90,96254.92,110498.84
2019-10-31,100000.00,99999.40,107839.96,101847.84,96302.59,100000.00,105905.03,99309.92,99068.83,102544.28,97812.99,105100.45,101320.47,99347.41,108675.71,99205.36,103323.58,97518.90,96254.92,110498.84
2019-11-01,100000.00,99999.40,107839.96,101152.89,96302.59,100000.00,105905.03,99309.92,99068.83,102544.28,97812.99,105100.45,101320.47,99347.41,108675.71,99205.36,103323.58,97518.90,96254.92,110498.84
2019-11-04,100000.00,99999.40,107839.96,101780.04,96302.59,100000.00,105905.03,99309.92,99068.83,102544.28,97812.99,105100.45,101320.47,99347.41,108675.71,99205.36,103323.58,97518.90,96254.92,110498.84
2019-11-05,100000.00,99999.40,107839.96,101573.25,96302.59,100000.00,105905.03,99309.92,99068.83,102544.28,97812.99,105100.45,101320.47,99347.41,108675.71,99205.36,103323.58,97518.90,96254.92,110498.84
2019-11-06,100000.00,99999.40,107839.96,101461.38,96302.59,100000.00,105905.03,99309.92,99068.83,102544.28,97812.99,105100.45,101320.47,99347.41,108675.71,99205.36,103323.58,97518.90,96254.92,110498.84
2019-11-07,100000.00,99999.40,107839.96,101907.17,96302.59,100000.00,105905.03,99309.92,99068.83,102544.28,97812.99,105100.45,101320.47,99347.41,108675.71,99205.36,103323.58,97518.90,96254.92,110498.84
2019-11-08,100000.00,99999.40,107839.96,102200.40,96302.59,100000.00,105905.03,99309.92,99068.83,102544.28,97812.99,105100.45,101320.47,99347.41,108675.71,99205.36,103323.58,97518.90,96254.92,110498.84
2019-11-11,100000.00,99999.40,107839.96,101688.51,96302.59,100000.00,105905.03,99309.92,99068.83,102544.28,97812.99,105100.45,101320.47,99347.41,108675.71,99205.36,103323.58,97310.50,96254.92,110498.84
2019-11-12,100000.00,99999.40,107839.96,101627.49,96302.59,100000.00,105905.03,99309.92,99068.83,102544.28,97812.99,105100.45,101320.47,99347.41,108675.71,99205.36,103323.58,97435.54,96254.92,110498.84
2019-11-13,100000.00,99999.40,107839.96,101476.64,96138.03,100000.00,105905.03,99309.92,99068.83,102544.28,97812.99,105100.45,101320.47,99347.41,108675.71,99205.36,103323.58,97029.16,96254.92,110498.84
2019-11-14,100000.00,99999.40,107839.96,101485.11,96138.03,100000.00,105905.03,99309.92,99068.83,102544.28,97812.99,105100.45,101320.47,99347.41,108675.71,99205.36,103323.58,97029.16,96254.92,110498.84
2019-11-15,100000.00,99999.40,107839.96,103136.04,96138.03,100000.00,105905.03,99309.92,99068.83,102544.28,97812.99,105100.45,101320.47,99347.41,108675.71,99205.36,103323.58,97029.16,96254.92,110498.84
2019-11-18,100000.00,99999.40,107839.96,102051.24,96138.03,100000.00,105905.03,99309.92,99068.83,102544.28,97812.99,105100.45,101320.47,99347.41,108675.71,99205.36,103323.58,97029.16,96254.92,110498.84
2019-11-19,100000.00,99999.40,107839.96,102715.68,96138.03,100000.00,105905.03,99309.92,99068.83,102544.28,97812.99,105100.45,101320.47,99347.41,108675.71,99205.36,103323.58,97029.16,96254.92,110498.84
2019-11-20,100000.00,99999.40,107839.96,103180.11,96138.03,100000.00,105905.03,99309.92,99068.83,102544.28,97812.99,105100.45,101320.47,99347.41,108675.71,99205.36,103323.58,97029.16,96254.92,110498.84
2019-11-21,100000.00,99999.40,107839.96,103180.11,96138.03,100000.00,105905.03,99309.92,99068.83,102544.28,97812.99,105100.45,101320.47,99347.41,108675.71,99205.36,103323.58,97029.16,96254.92,110498.84
2019-11-22,100000.00,99999.40,107839.96,103180.11,96138.03,100000.00,105905.03,99309.92,99068.83,102544.28,97812.99,104799.97,101320.47,99347.41,108675.71,99205.36,103323.58,97029.16,96254.92,110498.84
2019-11-25,100000.00,99999.40,107839.96,103180.11,96138.03,100000.00,105905.03,99309.92,99068.83,102544.28,97812.99,105413.45,101320.47,99347.41,108675.71,99205.36,103323.58,97029.16,96254.92,110498.84
2019-11-26,100000.00,99999.40,107839.96,103180.11,96138.03,100000.00,105905.03,99309.92,99068.83,102544.28,97812.99,104148.93,101320.47,99347.41,108675.71,99205.36,103323.58,97029.16,96254.92,110498.84
2019-11-27,100000.00,99999.40,107839.96,103180.11,96138.03,100000.00,105905.03,99309.92,99068.83,102544.28,97812.99,104148.93,101320.47,99347.41,108675.71,99205.36,103323.58,97029.16,96254.92,110498.84
2019-11-28,100000.00,99999.40,107839.96,103180.11,96138.03,100000.00,105905.03,99309.92,99068.83,102544.28,97812.99,104148.93,101320.47,99347.41,108675.71,99205.36,103323.58,97029.16,96254.92,110498.84
2019-11-29,100000.00,99999.40,107839.96,103180.11,96138.03,100000.00,105905.03,99309.92,99068.83,102544.28,98148.99,104148.93,101320.47,99347.41,108675.71,99205.36,103323.58,97029.16,96254.92,110498.84
2019-12-02,100000.00,99999.40,107839.96,103180.11,96138.03,100000.00,105905.03,99309.92,99068.83,102544.28,98148.99,104148.93,101320.47,99347.41,108675.71,99205.36,103323.58,97029.16,96254.92,110498.84
2019-12-03,100000.00,99999.40,107839.96,103180.11,96138.03,100000.00,105905.03,99309.92,99068.83,102544.28,99079.33,104148.93,101320.47,99347.41,108675.71,99205.36,103323.58,97029.16,96254.92,110498.84
2019-12-04,100000.00,99999.40,107839.96,103180.11,96138.03,100000.00,105905.03,99309.92,99068.83,102544.28,99513.66,104148.93,101320.47,99347.41,108675.71,99205.36,103323.58,97029.16,96254.92,110498.84
2019-12-05,100000.00,99999.40,107839.96,103180.11,96138.03,100000.00,105905.03,99309.92,99068.83,102544.28,99349.18,104148.93,101320.47,99347.41,108675.71,99205.36,103323.58,97029.16,96254.92,110498.84
2019-12-06,100000.00,99999.40,107839.96,103180.11,96138.03,100000.00,105905.03,99309.92,99068.83,102544.28,100266.67,104148.93,101320.47,99347.41,108675.71,99205.36,103323.58,97029.16,96254.92,110498.84
2019-12-09,100000.00,99999.40,107839.96,103180.11,96138.03,100000.00,105905.03,99309.92,99068.83,102544.28,100266.67,104148.93,101320.47,99347.41,108675.71,99205.36,103323.58,97029.16,96254.92,110498.84
2019-12-10,100000.00,99999.40,107839.96,103050.33,96138.03,100000.00,105905.03,99309.92,99068.83,102208.53,100266.67,104148.93,101320.47,99347.41,108675.71,99205.36,103323.58,97029.16,96254.92,110498.84
2019-12-11,100000.00,99999.40,107839.96,102855.66,96138.03,100000.00,105905.03,99309.92,99068.83,103117.03,100266.67,104338.23,101320.47,99347.41,108675.71,99205.36,103323.58,97029.16,96254.92,110498.84
2019-12-12,100000.00,99999.40,107839.96,103829.01,96138.03,100000.00,105905.03,99309.92,99068.83,104254.63,100266.67,106269.09,101320.47,99347.41,108675.71,99205.36,103323.58,97029.16,96254.92,110498.84
2019-12-13,100000.00,99999.40,107839.96,102639.36,96138.03,100000.00,105905.03,99309.92,99068.83,104254.63,100266.67,106269.09,101320.47,99347.41,108675.71,99205.36,103323.58,97029.16,96254.92,110498.84
2019-12-16,100000.00,99999.40,107839.96,102639.36,96138.03,100000.00,105905.03,99309.92,99068.83,104254.63,100266.67,106269.09,101320.47,99347.41,108675.71,99338.52,103323.58,97029.16,96254.92,110498.84
2019-12-17,100000.00,99999.40,107839.96,102639.36,96138.03,100000.00,105905.03,99309.92,99068.83,104254.63,100266.67,106269.09,101320.47,99347.41,108675.71,98277.31,103323.58,97029.16,96254.92,110498.84
2019-12-18,100000.00,99999.40,107839.96,102639.36,96138.03,100000.00,105905.03,99309.92,99068.83,104254.63,100266.67,106269.09,101320.47,99347.41,108675.71,98277.31,103323.58,97029.16,96254.92,110498.84
2019-12-19,100000.00,99999.40,107839.96,102639.36,96138.03,100000.00,105905.03,99309.92,99068.83,104254.63,100266.67,106216.87,101320.47,99347.41,108675.71,98277.31,103323.58,97029.16,96254.92,110498.84
2019-12-20,100000.00,99999.40,107839.96,102639.36,95234.07,100000.00,105905.03,99309.92,99068.83,104254.63,100266.67,107509.32,101320.47,99347.41,108675.71,98277.31,103323.58,97029.16,96254.92,110498.84
2019-12-23,100000.00,99999.40,107839.96,102639.36,95390.31,100000.00,105905.03,99309.92,99068.83,104254.63,100266.67,107404.88,101320.47,99347.41,108675.71,98277.31,103323.58,97029.16,96254.92,110498.84
2019-12-24,100000.00,99999.40,107839.96,102639.36,95390.31,100000.00,105905.03,99309.92,99068.83,104254.63,100266.67,107248.22,101320.47,99347.41,108675.71,98277.31,103323.58,97029.16,96254.92,110498.84
2019-12-25,100000.00,99999.40,107839.96,102639.36,95390.31,100000.00,105905.03,99309.92,99068.83,104254.63,100266.67,107248.22,101320.47,99347.41,108675.71,98277.31,103323.58,97029.16,96254.92,110498.84
2019-12-26,100000.00,99999.40,107839.96,102639.36,95390.31,100000.00,105905.03,99309.92,99068.83,104254.63,100266.67,107430.99,101320.47,99347.41,108675.71,98277.31,103323.58,97029.16,96254.92,110498.84
2019-12-27,100000.00,99999.40,107839.96,102639.36,95390.31,100000.00,105905.03,99309.92,99068.83,104254.63,100266.67,106556.30,101320.47,99347.41,108675.71,98277.31,103323.58,97029.16,96254.92,110498.84
2019-12-30,100000.00,99999.40,107839.96,102639.36,95390.31,100000.00,105905.03,99309.92,99068.83,104254.63,100266.67,106869.62,101320.47,99347.41,108675.71,98277.31,103323.58,97029.16,96254.92,110498.84
2019-12-31,100000.00,99999.40,107839.96,102639.36,95857.47,100000.00,105905.03,99309.92,99068.83,104254.63,100266.67,106242.98,101320.47,99347.41,108675.71,98277.31,103323.58,97029.16,96254.92,110498.84
2020-01-01,100000.00,99999.40,107839.96,102639.36,95857.47,100000.00,105905.03,99309.92,99068.83,104254.63,100266.67,106269.09,101320.47,99347.41,108675.71,98277.31,103323.58,97029.16,96254.92,110498.84
2020-01-02,100000.00,99999.40,107839.96,102639.36,96558.21,100000.00,105905.03,99309.92,99068.83,104254.63,100266.67,106164.65,101320.47,99347.41,108675.71,98277.31,103323.58,97029.16,96254.92,110392.41
2020-01-03,100000.00,99999.40,107839.96,102639.36,96558.21,100000.00,105905.03,99309.92,99068.83,104254.63,100266.67,106621.58,101320.47,99347.41,108675.71,98277.31,103323.58,97029.16,96254.92,110608.94
2020-01-06,100000.00,99999.40,107839.96,102639.36,96558.21,100000.00,105905.03,99309.92,99068.83,104254.63,100266.67,105903.55,101320.47,99347.41,108675.71,98277.31,103323.58,97029.16,96254.92,110608.94
2020-01-07,100000.00,99999.40,107839.96,102639.36,96558.21,99986.68,105905.03,99309.92,99068.83,104254.63,100266.67,105903.55,101320.47,99347.41,108675.71,98277.31,103323.58,97029.16,96254.92,110608.94
2020-01-08,100000.00,99999.40,107839.96,102639.36,96925.85,100559.44,105905.03,99309.92,99068.83,104254.63,100266.67,105903.55,101320.47,99347.41,108675.71,98277.31,103323.58,97029.16,96254.92,110608.94
2020-01-09,100000.00,99999.40,107839.96,102639.36,97265.21,100594.96,105887.60,99309.92,99068.83,104254.63,100266.67,105903.55,101320.47,99347.41,108675.71,98277.31,103323.58,97029.16,96254.92,110608.94
2020-01-10,100000.00,99999.40,107839.96,102847.26,96303.69,99911.20,104819.39,99309.92,99068.83,104254.63,100266.67,105903.55,101320.47,99347.41,108675.71,98277.31,103323.58,97029.16,96254.92,110608.94
2020-01-13,100000.00,99999.40,107839.96,102417.60,97053.11,100750.36,105463.76,99309.92,99068.83,104254.63,100266.67,105903.55,101320.47,99347.41,108675.71,98277.31,103323.58,97029.16,96254.92,110608.94
2020-01-14,100000.00,99999.40,107839.96,102417.60,99138.76,100408.48,105500.32,99309.92,99068.83,104254.63,100266.67,105903.55,101320.47,99347.41,108675.71,98277.31,103323.58,97029.16,96254.92,110608.94
2020-01-15,100000.00,99999.40,107839.96,102417.60,99138.76,100293.04,105799.66,99309.92,99068.83,104254.63,100266.67,105903.55,101320.47,99347.41,108675.71,98277.31,103323.58,97029.16,96254.92,110608.94
2020-01-16,100000.00,99999.40,107839.96,102417.60,98796.56,101225.44,106450.88,99309.92,99323.21,104254.63,100266.67,106158.48,101320.47,99347.41,108675.71,98277.31,103323.58,97029.16,96254.92,110608.94
2020-01-17,100000.00,99999.40,107839.96,102417.60,99327.56,101225.44,107492.84,99309.92,100213.54,104254.63,100266.67,106893.86,101320.47,99347.41,108675.71,98277.31,103323.58,97029.16,96254.92,110608.94
2020-01-20,100000.00,99999.40,107839.96,102417.60,99327.56,101225.44,107492.84,99309.92,100586.82,104254.63,100266.67,106913.47,101320.47,99347.41,108675.71,98277.31,103323.58,97029.16,96254.92,110608.94
2020-01-21,100000.00,99999.40,107839.96,102417.60,98542.86,101225.44,107492.84,99309.92,101009.86,104254.63,100266.67,106952.69,101320.47,99305.56,108675.71,98277.31,102986.08,97029.16,96718.90,110608.94
2020-01-22,100000.00,99999.40,107839.96,102417.60,98448.46,101225.44,107492.84,99309.92,101009.86,104254.63,100266.67,106835.03,101320.47,98814.52,108675.71,98277.31,103494.58,97029.16,96627.51,110608.94
2020-01-23,100000.00,99999.40,107839.96,102417.60,97687.36,101225.44,107492.84,99309.92,101009.86,106916.94,100266.67,106746.78,101320.47,99249.76,108675.71,98277.31,103320.58,97029.16,98996.62,110608.94
2020-01-24,100000.00,99999.40,107839.96,102417.60,97687.36,101225.44,107492.84,99309.92,101009.86,106579.68,100266.67,105177.98,101320.47,98981.92,108675.71,98277.31,102873.58,97029.16,98996.62,110608.94
2020-01-27,100000.00,99999.40,107839.96,102417.60,97679.02,101225.44,107492.84,99309.92,101009.86,106579.68,100266.67,104040.60,101320.47,98389.04,108675.71,98489.88,101492.98,97029.16,98996.62,110608.94
2020-01-28,100000.00,99999.40,107839.96,102417.60,98700.67,101225.44,107492.84,99309.92,101009.86,106490.76,100266.67,104628.75,101320.47,98056.45,108675.71,100454.32,103051.18,97029.16,98996.62,110608.94
2020-01-29,100000.00,99999.40,107839.96,102417.60,99080.14,101225.44,107492.84,99309.92,101009.86,111374.52,100266.67,105086.20,101320.47,97165.64,108675.71,99963.21,103051.18,97029.16,98996.62,110608.94
2020-01-30,100000.00,99999.40,107839.96,102417.60,99080.14,101225.44,107492.84,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-01-31,100000.00,99999.40,107839.96,102417.60,99080.14,101225.44,107492.84,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-02-03,100000.00,99999.40,107839.96,102819.05,99080.14,101225.44,107145.08,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-02-04,100000.00,99999.40,107839.96,104058.12,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-02-05,100000.00,99951.37,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-02-06,100000.00,99825.74,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-02-07,100000.00,99774.01,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-02-10,100000.00,99966.15,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-02-11,100000.00,100032.66,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-02-12,100000.00,100520.40,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-02-13,100000.00,101399.81,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-02-14,100000.00,101939.28,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-02-17,100000.00,101939.28,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-02-18,100000.00,101939.28,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-02-19,100000.00,101939.28,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-02-20,100000.00,101939.28,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-02-21,100000.00,102127.98,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-02-24,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-02-25,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-02-26,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-02-27,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-02-28,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-03-02,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-03-03,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-03-04,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-03-05,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-03-06,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-03-09,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-03-10,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-03-11,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-03-12,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-03-13,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-03-16,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-03-17,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-03-18,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-03-19,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-03-20,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-03-23,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-03-24,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-03-25,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-03-26,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-03-27,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-03-30,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-03-31,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-04-01,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-04-02,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-04-03,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-04-06,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-04-07,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-04-08,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-04-09,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-04-10,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-04-13,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-04-14,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-04-15,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-04-16,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-04-17,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-04-20,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
2020-04-21,100000.00,100781.18,107839.96,105525.04,99080.14,101225.44,108577.18,99309.92,101009.86,111374.52,100266.67,103635.43,101320.47,97165.64,108675.71,101048.05,103051.18,97029.16,98996.62,110608.94
